# ----------------------------------------
# data.gov.uk
# Directory page views-Free-form 1
# 20250802-20260802
# ----------------------------------------

Page title,Page location,Views
king's award for enterprise recipients - data.gov.uk,https://www.data.gov.uk/dataset/c06e5bbe-6131-42c8-846d-eb03147b9092/king-s-award-for-enterprise-recipients,14
landscape map of scotland - data.gov.uk,https://www.data.gov.uk/dataset/1dc29815-238f-477e-a41a-1e9a46f89250/landscape-map-of-scotland,14
leeds city council adopted highways - national data library,https://www.data.gov.uk/dataset/2a9f3074-e40d-4ffa-8d9a-3033563bdb3f/leeds-city-council-adopted-highways,14
licenced premises - data.gov.uk,https://www.data.gov.uk/dataset/5cf50bd6-9672-4ad8-90ee-e5b4fad8b99d/licenced-premises1,14
lidar composite dtm 2017 - 25cm - data.gov.uk,https://www.data.gov.uk/dataset/3122ade0-2d0d-4ed8-bb1f-e8ce74d0a56b/lidar-composite-dtm-2017-25cm,14
lidar composite dtm 2017 - 50cm - data.gov.uk,https://www.data.gov.uk/dataset/5f6f7d5b-3f4c-4476-bfb8-cda490c9cf0e/lidar-composite-dtm-2017-50cm,14
local authority districts (december 2023) boundaries uk bfe - national data library,https://www.data.gov.uk/dataset/288458f7-7789-47d0-80d4-ffdf746c6b75/local-authority-districts-december-2023-boundaries-uk-bfe,14
location of general practices (gps) / surgeries - national data library,https://www.data.gov.uk/dataset/7eefedf4-0d8d-4ce6-9001-f85979e49ec9/location_of_general_practices_gps_-_surgeries,14
lower layer super output areas (december 2011) boundaries ew bsc (v4) - data.gov.uk,https://www.data.gov.uk/dataset/b574a453-69bc-4fc2-88be-423486ba196d/lower-layer-super-output-areas-december-2011-boundaries-ew-bsc-v41,14
mental health services monthly statistics - access and waiting times - data.gov.uk,https://www.data.gov.uk/dataset/299e55ef-2bce-[date]-75f225c7a5f3/mental-health-services-monthly-statistics-access-and-waiting-times,14
middle layer super output area (msoa) boundaries - data.gov.uk,https://www.data.gov.uk/dataset/2cf1f346-2f74-4c06-bd4b-30d7e4df5ae7/middle-layer-super-output-area-msoa-boundaries,14
mod-organogram of staff roles & salaries-department of state (dos) - national data library,https://www.data.gov.uk/dataset/89c33424-e918-[date]-5b4bcc16bfe3/organogram-department-of-state-mod,14
mod-organogram of staff roles & salaries-dno - national data library,https://www.data.gov.uk/dataset/266bf631-117c-456f-9ee6-2125515aa069/organogram-director-general-nuclear,14
"mod: senior officials' business expenses, hospitality and meetings, january to december 2020 - data.gov.uk",https://www.data.gov.uk/dataset/2dd8b18f-8fe6-44c8-8a20-2b92d16f7191/mod-senior-officials-business-expenses-hospitality-and-meetings-january-to-december-2020,14
mps monthly crime dashboard data - data.gov.uk,https://www.data.gov.uk/dataset/0d85b81f-f3ae-4064-980a-131f723b0d00/mps-monthly-crime-dashboard-data,14
mps stop and search dashboard data - data.gov.uk,https://www.data.gov.uk/dataset/8901ab83-076c-408d-9dac-5e301f4dc80b/mps-stop-and-search-dashboard-data,14
msoa (2011) to msoa (2021) to local authority district (2022) exact fit lookup for ew (v2) - data.gov.uk,https://www.data.gov.uk/dataset/da36cac8-51c4-4d68-a4a9-37ac47d2a4ba/msoa-2011-to-msoa-2021-to-local-authority-district-2022-exact-fit-lookup-for-ew-v2,14
multibeam bathymetry - national data library,https://www.data.gov.uk/dataset/52b3a813-69c6-4b6f-8684-fd0bdc4aa71b/multibeam-bathymetry,14
national audit of inpatient falls 2022 - data.gov.uk,https://www.data.gov.uk/dataset/320f3a10-f81b-410e-95b9-ed33bb702a62/national-audit-of-inpatient-falls-2022,14
nhs derby and derbyshire integrated care board april24-mar25 - data.gov.uk,https://www.data.gov.uk/dataset/087782bf-0cac-49fd-bde4-3fdaf153cf04/nhs-derby-and-derbyshire-integrated-care-board-april24-mar25,14
noise nuisance - daytime - national data library,https://www.data.gov.uk/dataset/d573af21-[date]-bd33-c41b14bef719/noise-nuisance-daytime,14
"nsta field production, pprs (wgs84) - data.gov.uk",https://www.data.gov.uk/dataset/abb8fa96-dc3b-4b2d-a4ee-4c999ce18993/nsta-field-production-pprs-wgs843,14
organogram of staff roles & salaries - data.gov.uk,https://www.data.gov.uk/dataset/f4c9e9b6-3a42-4d44-8a91-237fc78899df/organogram-driver-vehicle-standards-agency,14
os mastermap greenspace layer - data.gov.uk,https://www.data.gov.uk/dataset/ce0f7b22-7e3d-4a28-8549-4b6bf77d5d93/os-mastermap-greenspace-layer,14
os mastermap highways network - roads - data.gov.uk,https://www.data.gov.uk/dataset/5622428a-26a3-[date]-cc61be29674f/os-mastermap-highways-network-roads,14
os priority ponds with survey data (polygons) - data.gov.uk,https://www.data.gov.uk/dataset/7237bc7a-f267-473b-a300-a90881f9c699/os-priority-ponds-with-survey-data-polygons,14
osni open data - largescale boundaries - ni outline - data.gov.uk,https://www.data.gov.uk/dataset/738c0cac-d330-4ba9-a2a5-8956383fb4a9/osni-open-data-largescale-boundaries-ni-outline7,14
output area (2021) to lsoa to msoa to lep to lad (december 2022) best fit lookup in en (v2) - national data library,https://www.data.gov.uk/dataset/c2235117-cbfd-480d-8fc7-b564bd0f4d58/output-area-2021-to-lsoa-to-msoa-to-lep-to-lad-december-2022-best-fit-lookup-in-en-v2,14
parishes (may 2023) boundaries ew bfc - national data library,https://www.data.gov.uk/dataset/aff8ad77-1e1b-44d1-[date]130db606/parishes-may-2023-boundaries-ew-bfc,14
planning applications - data.gov.uk,https://www.data.gov.uk/dataset/1ed5446f-ee15-4912-bd2b-e6dba0a2aa19/planning-applications18,14
possible special areas of conservation (england) - national data library,https://www.data.gov.uk/dataset/be02be84-201e-4293-bf1f-0c2c296be5ad/possible-special-areas-of-conservation-england5,14
public rights of way - national data library,https://www.data.gov.uk/dataset/d45a4ea8-0e7f-4809-babc-ca257fd3267c/public-rights-of-way15,14
retail food and drink - data.gov.uk,https://www.data.gov.uk/dataset/1b402203-b6c2-4fcb-bee1-ded88bb50a6c/retail-food-and-drink,14
road noise - all metrics - england round 4 - national data library,https://www.data.gov.uk/dataset/38b1444f-47a0-42ca-a358-0d145fcf7d5c/road-noise-all-metrics-england-round-4,14
ros - cadastral parcels view service (wms) - data.gov.uk,https://www.data.gov.uk/dataset/9cdb6a8f-d468-4853-a9a2-f[date]c0c/ros-cadastral-parcels-view-service-wms,14
salmonid and freshwater fisheries statistics - supplementary data tables - national data library,https://www.data.gov.uk/dataset/d8d55ec7-aead-4a25-9e3f-aa4c74a6529f/salmonid-and-freshwater-fisheries-statistics-supplementary-data-tables,14
saltmarsh habitat map - data.gov.uk,https://www.data.gov.uk/dataset/cd882fcd-47a3-4d0f-a92b-25f9ac894a3e/saltmarsh-habitat-map,14
scottish land lidar programme - 2025 capture - dtm - national data library,https://www.data.gov.uk/dataset/3b97cedc-bd0e-4602-bf6a-dadae3c5b54d/scottish-land-lidar-programme-2025-capture-dtm,14
smart meters - national data library,https://www.data.gov.uk/dataset/ed44b45d-[date]-9f73-92abd3f51e48/smart_meter_installations,14
smoke control areas - scotland - data.gov.uk,https://www.data.gov.uk/dataset/5ca1b9be-d2ae-4525-b2ed-1a32f21fcc9a/smoke-control-areas-scotland,14
spatial prioritisation of catchments suitable for using natural flood management - national data library,https://www.data.gov.uk/dataset/2a4bcf6e-3880-4c0b-9986-6cafbec89faf/spatial-prioritisation-of-catchments-suitable-for-using-natural-flood-management,14
street level crime (police.uk data) - data.gov.uk,https://www.data.gov.uk/dataset/bb2c3b16-6719-4e00-ae75-48dd462cb915/england-national-crime-mapping,14
trade union facility time - data.gov.uk,https://www.data.gov.uk/dataset/e583967f-0b8e-485a-96cf-f3264ec060b5/stockport-council-trade-union-facility-time,14
transaction data - data.gov.uk,https://www.data.gov.uk/dataset/7d866093-2af5-4076-896a-2d19ca2708bb/monthly-land-registry-property-transaction-data,14
"uk climate projections 2018 (ukcp18) convection-permitting model (cpm) and empirical copula modelled widespread rainfall events for [date], [date] and [date] - data.gov.uk",https://www.data.gov.uk/dataset/f4dc2240-1f45-4834-86fb-75fce65edc85/uk-climate-projections-2018-ukcp18-convection-permitting-model-cpm-and-empirical-copu-[date],14
underground coal workings - national data library,https://www.data.gov.uk/dataset/b601e501-9c31-4dc0-ab30-0b597a889f9e/underground-coal-workings,14
visual boundaries for the national trip end model (ntem) - national data library,https://www.data.gov.uk/dataset/9a7501fb-[date]-ab9c-fc431eae538e/visual-boundaries-for-the-national-trip-end-model-ntem,14
water resource management plan supply-demand balance forecast collated data - data.gov.uk,https://www.data.gov.uk/dataset/4eccde92-ca38-4e7e-b4b7-45a95079caf5/water-resource-management-plan-supply-demand-balance-forecast-collated-data,14
wfd groundwater bodies cycle 2 classification 2019 - data.gov.uk,https://www.data.gov.uk/dataset/05baae5d-a377-43ce-b200-a15169ac256d/wfd-groundwater-bodies-cycle-2-classification-2019,14
wiltshire council - tree preservation orders - national data library,https://www.data.gov.uk/dataset/364b18d7-56ae-42e6-8a8b-48469c544f80/tree_preservation_orders_wiltshire,14
workforce management information - department for work and pensions - data.gov.uk,https://www.data.gov.uk/dataset/a0526dbc-0590-401e-83d5-68cc552be317/workforce_management_information_dwp,14
all uk special protected areas (spas) with marine components - national data library,https://www.data.gov.uk/dataset/6dd07dd3-d8ae-45a3-81c3-2838fe938649/all-uk-special-protected-areas-spas-with-marine-components1,13
approved food establishments in northern ireland - data.gov.uk,https://www.data.gov.uk/dataset/[date]-b813-[date]-bbdf72304b1c/approved-food-establishments-in-northern-ireland,13
approved less than thoroughly cooked meat establishments - data.gov.uk,https://www.data.gov.uk/dataset/a4117fbf-e36c-49f5-abae-316607eda267/approved-less-than-thoroughly-cooked-meat-establishments,13
average and indicative speed - national data library,https://www.data.gov.uk/dataset/f91f064a-24a1-4f50-800d-8c8d194977a3/average-and-indicative-speed,13
bathing water quality - data.gov.uk,https://www.data.gov.uk/dataset/0bc550c2-21c7-45c9-bf50-af[date]fd/bathing-waters-survey-2011,13
bgs 1:63 360 / 1:50 000 series geological maps - national data library,https://www.data.gov.uk/dataset/de94dcfa-b8db-415d-91b2-01f81f1a09e8/bgs-1-63-360-1-50-000-series-geological-maps,13
bgs surface geology (ogc wxs inspire ioc) - national data library,https://www.data.gov.uk/dataset/f5372894-0e9e-4660-9be8-d3dc41f75e12/bgs-surface-geology-ogc-wxs-inspire-ioc1,13
birmingham city council tree preservation orders - data.gov.uk,https://www.data.gov.uk/dataset/e89a7d77-3d2f-425c-b102-82945a8c2050/birmingham-city-council-tree-preservation-orders3,13
borough of poole planning applications - data.gov.uk,https://www.data.gov.uk/dataset/e4577520-e685-441e-b31b-356685b621f0/borough-of-poole-planning-applications,13
bracknell forest tree preservation orders map - data.gov.uk,https://www.data.gov.uk/dataset/c2b7bfff-b1cf-4c36-8880-017d95429d88/bracknell-forest-tree-preservation-orders-map,13
bridges - data.gov.uk,https://www.data.gov.uk/dataset/3bad[date]-4a8f-ad12-4fa93297bf51/bridges,13
bristol city council contracts over £5000 - data.gov.uk,https://www.data.gov.uk/dataset/7f137232-b58e-4e08-ab5a-99d[date]c/bristol-city-council-contracts-over-5000,13
building control register - data.gov.uk,https://www.data.gov.uk/dataset/c334f0da-5fb3-4425-933e-33562d3f92d3/building-control-register-hdc,13
busiest airports by passenger traffic - data.gov.uk,https://www.data.gov.uk/dataset/317b6bd2-1919-4dbc-9e50-3d5b9efdb4cc/busiest-airports-by-passenger-traffic1,13
business demography - data.gov.uk,https://www.data.gov.uk/dataset/3001e82d-e8d1-4317-a491-1b54d809e490/business_demography,13
cambridgeshire and peterborough mineral safeguarding areas - sand and gravel only - national data library,https://www.data.gov.uk/dataset/f7729b75-ed0d-48b2-9f37-ea8e4a4b1eba/cambridgeshire-and-peterborough-mineral-safeguarding-areas-sand-and-gravel-only,13
catchment abstraction management strategy (cams) reference boundaries - national data library,https://www.data.gov.uk/dataset/e89f134c-f335-48e5-8d02-a1d467ce6996/catchment-abstraction-management-strategy-cams-reference-boundaries1,13
chelmsford footpaths - data.gov.uk,https://www.data.gov.uk/dataset/e1671d38-248e-4738-a1cb-5cbfe3b7f985/chelmsford-footpaths,13
coal authority - mine entries view service (wms) - national data library,https://www.data.gov.uk/dataset/a81f48c9-9d42-47e5-9384-8ba0e7825d40/coal-authority-mine-entries-view-service-wms,13
code-point with polygons - national data library,https://www.data.gov.uk/dataset/4b627a86-a900-4ef4-8e11-ed765874ae1e/code-point-with-polygons2,13
conservation areas - data.gov.uk,https://www.data.gov.uk/dataset/f771b8f5-[date]-8920-8ed708d22ef6/conservation-areas-service,13
cornwall council owned land - data.gov.uk,https://www.data.gov.uk/dataset/036d0bec-8f07-466b-8c63-7aeb5af05e9f/cornwall-council-owned-land,13
council tax valuation bands - data.gov.uk,https://www.data.gov.uk/dataset/e7c4e1ee-9b8e-406f-92bc-e870ecbc369b/council-tax-valuation-bands3,13
crop map of england (crome) 2019 - data.gov.uk,https://www.data.gov.uk/dataset/8c5b635f-9b23-4f32-b12a-c080e3f455d0/crop-map-of-england-crome-2019,13
crop map of england (crome) 2023 - national data library,https://www.data.gov.uk/dataset/3870196d-cfe9-49d0-82aa-73fe2f6feb16/crop-map-of-england-crome-2023,13
daily production data wells - data.gov.uk,https://www.data.gov.uk/dataset/a28e7971-b2d2-47bf-b9b4-ca8241e7b308/daily-production-data-wells3?utm_source=chatgpt.com,13
daily soil moisture maps for the uk ([date]) at 2 km resolution - data.gov.uk,https://www.data.gov.uk/dataset/f3979f2c-bb49-4be5-abd3-751334d0e52c/daily-soil-moisture-maps-for-the-uk-[date]-at-2-km-resolution,13
derbyshire local nature recovery strategy (lnrs) - national data library,https://www.data.gov.uk/dataset/bd5e7074-b729-461c-997e-e10f77f76d98/derbyshire-local-nature-recovery-strategy,13
"details of gps, gp practices, nurses and pharmacies from organisation data service - data.gov.uk",https://www.data.gov.uk/dataset/e31e746e-2c0d-428d-9e8e-6edd0713e16e/england-nhs-connecting-for-health-organisation-data-service-data-files-of-general-medical-practices,13
disabled bay - data.gov.uk,https://www.data.gov.uk/dataset/d2ce5cfd-1bd0-4205-b5dd-af5b95999b0f/disabled-bay1,13
electronic purchasing card solution use - hm revenue & customs - data.gov.uk,https://www.data.gov.uk/dataset/4c40db15-8077-478b-b9aa-a345c4297347/government-procurement-card-use-hmrc,13
england coast path - coastal margins - data.gov.uk,https://www.data.gov.uk/dataset/06cd5535-0fce-4e95-a1cf-e6fae7f6f63f/england-coast-path-coastal-margins,13
estimates of manure volumes by livestock type and land use for england and wales - data.gov.uk,https://www.data.gov.uk/dataset/6f966e56-2fac-42a9-9be9-c1529d4e5229/estimates-of-manure-volumes-by-livestock-type-and-land-use-for-england-and-wales,13
fire stations - data.gov.uk,https://www.data.gov.uk/dataset/f9be000e-b43f-4077-ac24-4da9804ef65e/fire-stations3,13
flood map for planning - flood zones - national data library,https://www.data.gov.uk/dataset/104434b0-5263-4c90-9b1e-e43b1d57c750/flood-map-for-planning-flood-zones1?utm_source=chatgpt.com,13
flood risk: postcode search tool data - data.gov.uk,https://www.data.gov.uk/dataset/87b9fa90-86c8-45f1-[date]d66b7168/flood-risk-postcode-search-tool-data?utm_source=chatgpt.com,13
gb road traffic counts - data.gov.uk,https://www.data.gov.uk/dataset/208c0e7b-353f-4e2d-8b7a-1a7118467acc/gb-road-traffic-counts?utm_source=chatgpt.com,13
gis maps - data.gov.uk,https://www.data.gov.uk/dataset/1c3f451b-c3fb-44c1-8196-97a63762d3df/gis-maps,13
"great crested newt edna habitat suitability index pond surveys for district level licensing 2017, 2018, 2019 - national data library",https://www.data.gov.uk/dataset/8643f1b9-b419-4ee8-8e9c-18200e0edc31/great-crested-newt-edna-habitat-suitability-index-pond-surveys-for-district-level-lic-[date],13
groundwater drinking water protected areas (dwpa's) - data.gov.uk,https://www.data.gov.uk/dataset/6dc9f0e5-ce05-4605-94d6-4310f6b0364f/groundwater-drinking-water-protected-areas-dwpas,13
heritage coasts - data.gov.uk,https://www.data.gov.uk/dataset/79b3515f-b00e-419a-9c7e-1d[date]86/heritage-coasts2,13
heritage coasts - national data library,https://www.data.gov.uk/dataset/79b3515f-b00e-419a-9c7e-1d[date]86/heritage-coasts2,13
"higher education staff statistics: uk, 2024/25 - data.gov.uk",https://www.data.gov.uk/dataset/2d232370-efcf-4f2b-8403-0ad63f545be2/higher-education-staff-statistics-uk-2024-25,13
